index,oEffect,oReact,oWant,xAttr,xEffect,xIntent,xNeed,xReact,xWant
dia288_utt14,['none'],['none'],['to get away from personx'],['rude'],['none'],['to be sexual'],['none'],['happy'],['to be intimate']
dia288_utt15,['none'],['none'],['none'],['caring'],['none'],['none'],['none'],['happy'],['to be a good person']
dia288_utt16,['none'],['none'],['none'],['adventurous'],['none'],['none'],['none'],['happy'],['to be a good person']
dia288_utt17,['none'],['none'],['none'],['friendly'],['none'],['none'],['none'],['happy'],['to be accepted']
dia288_utt18,['none'],['none'],['none'],['popular'],['none'],['none'],['none'],['happy'],['to be popular']
dia288_utt19,['none'],['none'],['none'],['hardworking'],['none'],['none'],['none'],['happy'],['to work hard']
dia288_utt20,['none'],['none'],['none'],['ambitious'],['gets promoted'],['to make money'],['to apply for a job'],['proud'],['to get a raise']
dia288_utt21,['none'],['none'],['none'],['determined'],['none'],['to be helpful'],['to have a job'],['satisfied'],['to get a good deal']
dia288_utt22,['none'],['none'],['none'],['confident'],['none'],['none'],['none'],['nervous'],['to win']
dia288_utt23,['none'],['none'],['none'],['generous'],['none'],['to be a good friend'],['to have something to bring'],['happy'],['to be successful']
dia288_utt24,['none'],['none'],['none'],['helpful'],['none'],['to be helpful'],['none'],['satisfied'],['to get a drink']
dia288_utt25,['none'],['none'],['none'],['determined'],['none'],['to be a good friend'],['none'],['happy'],['to get a drink']
dia288_utt26,['none'],['none'],['none'],['nervous'],['none'],['to be careful'],['none'],['happy'],['to be more careful']
dia290_utt0,['none'],['none'],['none'],['intelligent'],['none'],['none'],['to have a website'],['happy'],['to get a good deal']
dia290_utt1,['none'],['none'],['none'],['capable'],['none'],['to be a good person'],['none'],['happy'],['to be successful']
dia290_utt2,['none'],['none'],['none'],['careless'],['gets fired'],['none'],['none'],['guilty'],['to make a change']
dia290_utt4,['none'],['none'],['none'],['hardworking'],['none'],['to be a good worker'],['none'],['proud'],['to make money']
dia290_utt5,['none'],['none'],['none'],['upset'],['none'],['none'],['none'],['sad'],['to get a drink']
dia290_utt6,['none'],['none'],['none'],['adventurous'],['none'],['to be with someone'],['none'],['happy'],['to have fun']
dia290_utt7,['none'],['none'],['none'],['thoughtful'],['none'],['none'],['none'],['annoyed'],['to get a drink']
dia290_utt9,['none'],['none'],['none'],['relieved'],['none'],['none'],['none'],['relieved'],['to relax']
dia290_utt10,['none'],['none'],['none'],['confident'],['none'],['to be helpful'],['to know what i like'],['happy'],['to see if he likes it']
dia290_utt11,['none'],['none'],['none'],['bald'],['none'],['none'],['none'],['sad'],['to get a wig']
dia290_utt12,['none'],['none'],['none'],['patient'],['wait'],['to be patient'],['none'],['calm'],['to get it over with']
dia290_utt13,['none'],['none'],['to get away with it'],['greedy'],['gets caught'],['to be sneaky'],['to be a thief'],['sneaky'],['to get away with it']
dia290_utt14,['none'],['none'],['none'],['friendly'],['none'],['none'],['none'],['happy'],['to get a drink']
dia290_utt15,['none'],['none'],['none'],['brave'],['none'],['to be understood'],['none'],['relieved'],['to be heard']
dia290_utt16,['none'],['none'],['none'],['sad'],['none'],['to be alone'],['none'],['sad'],['to go home']
dia290_utt17,['none'],['none'],['none'],['confused'],['none'],['none'],['none'],['confused'],['to find out more information']
dia290_utt18,['none'],['none'],['none'],['determined'],['none'],['to be a good friend'],['none'],['happy'],['to get a drink']
dia290_utt19,['none'],['none'],['none'],['determined'],['none'],['to be entertained'],['none'],['happy'],['to get a new hobby']
dia293_utt0,['none'],['none'],['none'],['social'],['none'],['to be polite'],['to be invited'],['happy'],['to have a drink']
dia293_utt1,['none'],['none'],['none'],['comfortable'],['none'],['to be comfortable'],['none'],['comfortable'],['to relax']
dia293_utt3,['none'],['none'],['none'],['curious'],['none'],"[""to see what 's going on""]",['none'],['satisfied'],['to see what it is']
dia293_utt5,['none'],['none'],['none'],['mean'],['none'],['to be selfish'],['none'],['happy'],['to be a good person']
dia293_utt6,['none'],['none'],['to get away from him'],['confident'],"[""so i do n't worry about it""]",['none'],['none'],['confident'],['to do it']
dia293_utt7,['none'],['none'],['none'],['independent'],['none'],['none'],['none'],['sad'],['to be a good employee']
dia293_utt9,['none'],['none'],['none'],['annoyed'],['none'],['none'],['none'],['annoyed'],['to leave']
dia293_utt10,['none'],['none'],['none'],['careless'],['gets dirty'],['none'],['none'],['happy'],['to get out of the mud']
dia293_utt11,['none'],['grateful'],['none'],['helpful'],['none'],['to be nice'],['none'],['helpful'],['to clean up']
dia293_utt12,['none'],['none'],['to get away'],['mean'],['none'],['to be mean'],['to be a bad person'],['satisfied'],['to apologize']
dia293_utt13,['none'],['none'],['none'],['determined'],['none'],['to be a good friend'],['none'],['happy'],['to get a drink']
dia293_utt14,['none'],['none'],['none'],['patient'],['none'],['to be more productive'],['none'],['happy'],['to do something else']
dia293_utt15,['none'],['none'],['none'],['helpful'],['none'],['to be thorough'],['to be in charge'],['satisfied'],['to make sure i understand']
dia293_utt16,['none'],['none'],['none'],['greedy'],['none'],['to be a good man'],['to have a reason to poach'],['happy'],['to get away with it']
dia293_utt17,['none'],['none'],['none'],['stubborn'],['none'],['to be left alone'],['none'],['happy'],['to be left alone']
dia293_utt18,['none'],['none'],['none'],['curious'],['none'],['none'],['none'],['satisfied'],['to get a better job']
dia296_utt0,['none'],['none'],['none'],['confident'],['none'],['to be thorough'],['none'],['satisfied'],['to be successful']
dia296_utt1,['none'],['none'],['to listen to personx'],['demanding'],['none'],['to be a leader'],['to be in charge'],['happy'],['to get feedback']
dia296_utt2,['none'],['none'],['none'],['ignorant'],['none'],['none'],['none'],['confused'],['to ask questions']
dia296_utt3,['none'],['none'],['none'],['confident'],['none'],['none'],['none'],['satisfied'],['to be a good friend']
dia299_utt0,['none'],['none'],['none'],['lazy'],['none'],['none'],['none'],['none'],['to get a job']
dia299_utt1,['none'],['none'],['none'],['lost'],['none'],['none'],['none'],['confused'],['to find me']
dia299_utt2,['none'],['none'],['none'],['informed'],['none'],['to be clear'],['none'],['informed'],['to tell others']
dia299_utt3,['none'],['none'],['none'],['brave'],['none'],['to be a part of something'],['none'],['happy'],['to get a job']
dia299_utt4,['none'],['none'],['none'],['rich'],['none'],['to be rich'],['to have money'],['happy'],['to buy something']
dia299_utt5,['none'],['none'],['none'],['lost'],['none'],['none'],['none'],['sad'],['to go home']
dia299_utt6,['none'],['none'],['none'],['lucky'],['none'],['none'],['none'],['happy'],['no']
dia299_utt8,['none'],['none'],['none'],['greedy'],['none'],['to be a good citizen'],['none'],['satisfied'],['to make a profit']
dia299_utt9,['none'],['none'],['none'],['bad'],['none'],['none'],['none'],['bad'],['she was pregnant .']
dia299_utt10,['none'],['none'],['none'],['mean'],['none'],['none'],['none'],['angry'],['to avoid people']
dia299_utt11,['none'],['none'],['none'],['mean'],['none'],['none'],['none'],['sad'],['to get away']
dia299_utt12,['none'],['none'],['none'],['content'],['none'],['to stay'],['none'],['happy'],['to stay']
dia299_utt13,['none'],['none'],['none'],['sorry'],['none'],['to be polite'],['none'],['guilty'],['to apologize']
dia299_utt14,['none'],['none'],['none'],['mean'],['none'],['to be a jerk'],['none'],['happy'],['to get a drink']
dia299_utt15,['none'],['none'],['none'],['curious'],['none'],['to be a good citizen'],['none'],['happy'],['to get a drink']
dia299_utt17,['none'],['none'],['none'],['lazy'],['none'],['none'],['none'],['sad'],['to get a raise']
dia299_utt18,['none'],['none'],['none'],['rich'],['none'],['to be rich'],['none'],['happy'],['to buy a car']
dia299_utt20,['none'],['none'],['none'],['safe'],['none'],['none'],['none'],['safe'],['to avoid fire']
dia299_utt21,['none'],['none'],['none'],['brave'],['gets burned'],['none'],['none'],['safe'],['to get rid of the fire']
dia299_utt22,['none'],['none'],['none'],['cautious'],['none'],['to be safe'],['none'],['annoyed'],['to be left alone']
dia299_utt23,['none'],['none'],['none'],['determined'],['none'],['to be a good friend'],['none'],['happy'],['to get a drink']
dia321_utt0,['none'],['none'],['none'],['rich'],['gets a receipt'],['to be rich'],['to have money'],['happy'],['to make sure the store stays afloat']
dia321_utt1,['none'],['none'],['none'],['lucky'],['none'],['none'],['none'],['happy'],['to eat']
dia321_utt2,['none'],['none'],['none'],['greedy'],['none'],['none'],['none'],['satisfied'],['to eat']
dia321_utt3,['none'],['none'],['none'],['incompetent'],['none'],['none'],['none'],['frustrated'],['to finish it']
dia321_utt5,['none'],['none'],['none'],['playful'],['none'],['none'],['none'],['happy'],['to get a better view']
dia321_utt6,['none'],['none'],['none'],['fat'],['gets fat'],['none'],['none'],['sad'],['to eat']
dia321_utt8,['none'],['none'],['none'],['sorry'],['none'],['none'],['none'],['sad'],['to apologize']
dia321_utt9,['none'],['none'],['none'],['unintelligent'],['none'],['none'],['none'],['happy'],['to get a new job']
dia321_utt10,['none'],['none'],['none'],['determined'],['none'],['to be a good friend'],['none'],['happy'],['to get a drink']
dia321_utt11,['none'],['none'],['none'],['impressive'],['none'],['none'],['none'],['proud'],['to show off']
dia321_utt12,['none'],['none'],['none'],['sorry'],['none'],['none'],['none'],['guilty'],['to apologize']
dia321_utt13,['none'],['none'],['none'],['sure'],['none'],['none'],['none'],['like i said that'],['to be correct']
dia321_utt14,['none'],['none'],['none'],['proud'],['none'],['to be successful'],['to work hard'],['proud'],['to be successful']
dia321_utt15,['none'],['none'],['none'],['observant'],['none'],['none'],['none'],['interested'],['to be noticed']
dia321_utt16,['none'],['none'],['none'],['determined'],['none'],['to be a good friend'],['none'],['happy'],['to get a drink']
dia321_utt17,['none'],['none'],['none'],['funny'],['none'],['none'],['none'],['happy'],['to laugh']
dia321_utt19,['none'],['none'],['none'],['humorous'],['none'],['none'],['none'],['happy'],['to laugh']
dia328_utt0,['none'],['none'],['none'],['rich'],['none'],['to wear a scarf'],['to wear'],['happy'],['to wear it']
dia328_utt1,['none'],['none'],['none'],['curious'],['none'],['to be a good person'],['none'],['happy'],['to be successful']
dia335_utt0,['none'],['none'],['none'],['hungry'],['eats'],['to eat'],['none'],['full'],['to eat']
dia335_utt1,['none'],['none'],['none'],['content'],['none'],['none'],['none'],['satisfied'],['to eat']
dia335_utt2,['none'],['none'],['none'],['determined'],['none'],['to be content'],['none'],['satisfied'],['to buy something else']
dia335_utt3,['none'],['none'],['none'],['responsible'],['none'],['to be a good citizen'],['to have money'],['happy'],['to get a good deal']
dia335_utt4,['none'],['none'],['none'],['weird'],['none'],['none'],['none'],['weird'],['to be left alone']
dia335_utt5,['none'],['none'],['none'],['smart'],['none'],['to be a good listener'],['none'],['satisfied'],['to get a job']
dia335_utt6,['none'],['none'],['none'],['sad'],['none'],['none'],['none'],['sad'],['to cry']
dia335_utt7,['none'],['none'],['none'],['tired'],['none'],['none'],['none'],['sad'],['to get a drink']
dia335_utt8,['none'],['none'],['none'],['careless'],['gets yelled at'],['none'],['none'],['happy'],['to look good']
dia335_utt9,['none'],['none'],['none'],['ready'],['none'],['none'],['none'],['happy'],['to get a raise']
dia335_utt10,['none'],['none'],['none'],['determined'],['none'],['to be with friends'],['none'],['happy'],['to be a good friend']
dia335_utt11,['none'],['none'],['none'],['competent'],['none'],['none'],['none'],['relieved'],['to get a raise']
dia335_utt12,['none'],['none'],['none'],['generous'],['none'],['none'],['none'],['happy'],['to buy scarves']
dia335_utt13,['none'],['none'],['none'],['greedy'],['none'],['none'],['none'],['happy'],['to be a scarf maker']
dia335_utt14,['none'],['none'],['none'],['consistent'],['none'],['none'],['none'],['good'],['to be a good person']
dia335_utt15,['none'],['none'],['none'],['dependable'],['none'],['none'],['none'],['happy'],['to be a good friend']
dia358_utt1,['none'],['none'],['none'],['lucky'],['gets a lot of money'],['to eat'],['to buy the sauce'],['happy'],['to eat']
dia358_utt3,['none'],['none'],['none'],['curious'],['none'],['none'],['none'],['happy'],['to be a good person']
dia369_utt0,['none'],['none'],['none'],['careless'],['none'],['none'],['none'],['embarrassed'],['to eat']
dia369_utt1,['none'],['none'],['none'],['dumb'],['gets scolded'],['none'],['to be a failure'],['sad'],['to get a better job']
dia369_utt2,['none'],['none'],['none'],['satisfied'],['none'],['none'],['none'],['satisfied'],['to see if it works']
dia369_utt3,['none'],['none'],['none'],['determined'],['none'],['to be a good friend'],['none'],['happy'],['to get a drink']
dia376_utt0,['none'],['none'],['none'],['determined'],['none'],['to be a good friend'],['none'],['happy'],['to get a drink']
dia376_utt1,['none'],['none'],['none'],['joking'],['none'],['none'],['none'],['happy'],['to be correct']
dia386_utt0,['none'],['none'],['none'],['confused'],['none'],['none'],['none'],['confused'],['to get help']
dia386_utt1,['none'],['none'],['none'],['unskilled'],['none'],['none'],['none'],['bad'],['to not be late']
dia399_utt0,['none'],['none'],['none'],['adventurous'],['none'],['to be a good person'],['none'],['happy'],['to be successful']
dia399_utt1,['none'],['none'],['none'],['cautious'],['none'],['none'],['none'],['cautious'],['to be cautious']
dia399_utt2,['none'],['none'],['none'],['mean'],['none'],['to be helpful'],['none'],['happy'],['to be a good friend']
dia399_utt3,['none'],['none'],['none'],['hungry'],['gets hungry'],['to eat'],['to look for the dog'],['happy'],['to eat']
dia399_utt4,['none'],['none'],['none'],['nervous'],['none'],['none'],['none'],['good'],['to get a drink']
dia401_utt0,['none'],['none'],['none'],['stubborn'],['cries'],['none'],['none'],['sad'],['to cry']
dia401_utt1,['none'],['none'],['none'],['stubborn'],['none'],['to be alone'],['none'],['sad'],['to leave']
dia401_utt2,['none'],['none'],['none'],['stubborn'],['none'],['to avoid the situation'],['none'],['sad'],['to forget about it']
