index	oReact_retrieval	xReact_retrieval
dia296_utt2	Others feel none, ill, positive	Jonah feels none, ill, positive
dia296_utt3	Others feel none, none, stuffed	Jonah feels none, none, stuffed
dia299_utt0	Others feel none, none, none	Glenn feels none, none, none
dia299_utt1	Others feel responsible, concerned, none	superstore person1 feels responsible, concerned, none
dia299_utt2	Others feel happy, expectant, happy and satisfied	Glenn feels happy, expectant, happy and satisfied
dia299_utt3	Others feel none, accomplished about his job well done, none	Glenn feels none, accomplished about his job well done, none
dia299_utt4	Others feel proud, determined, thoughtful	Glenn feels proud, determined, thoughtful
dia299_utt5	Others feel nervious, none, idiotic	superstore person2 feels nervious, none, idiotic
dia299_utt6	Others feel strong, taken advantage of, unsaitisfied	Glenn feels strong, taken advantage of, unsaitisfied
dia299_utt7	Others feel none, none, angry, cause he needs for nothing	Garrett feels none, none, angry, cause he needs for nothing
dia299_utt8	Others feel none, satisfied, happy	Garrett feels none, satisfied, happy
dia299_utt9	Others feel none, good, disappointed	Glenn feels none, good, disappointed
dia299_utt10	Others feel heroic, brave, strong	Glenn feels heroic, brave, strong
dia299_utt11	Others feel proud, capable, satisified	Garrett feels proud, capable, satisified
dia299_utt12	Others feel annoyed, none, none	superstore person1 feels annoyed, none, none
dia299_utt13	Others feel none, entertained, happy	Glenn feels none, entertained, happy
dia299_utt14	Others feel happy to experience a wide range of food flavors and textures, none, guilty for using food as medication	Cheyenne feels happy to experience a wide range of food flavors and textures, none, guilty for using food as medication
dia299_utt15	Others feel none, none, none	Garrett feels none, none, none
dia299_utt16	Others feel excited that a novel is imminent, helpful, indignant	Cheyenne feels excited that a novel is imminent, helpful, indignant
dia299_utt17	Others feel competitive, like the game is measured fairly, informed	Glenn feels competitive, like the game is measured fairly, informed
dia299_utt18	Others feel none, none, confident	Glenn feels none, none, confident
dia299_utt19	Others feel obliged to him., like he is right., frustrated.	Cheyenne feels obliged to him., like he is right., frustrated.
dia299_utt20	Others feel loved., happy, none	Cheyenne feels loved., happy, none
dia299_utt21	Others feel loved., happy, excited	Glenn feels loved., happy, excited
dia299_utt22	Others feel none, filthy, scared	Cheyenne feels none, filthy, scared
dia299_utt23	Others feel good, great, none	Glenn feels good, great, none
dia321_utt0	Others feel sleepy, cloudy, happy	Amy feels sleepy, cloudy, happy
dia321_utt1	Others feel kinglike, real bad, accomplished	Jonah feels kinglike, real bad, accomplished
dia321_utt2	Others feel depends on what happened during use, relieved, none	Amy feels depends on what happened during use, relieved, none
dia321_utt3	Others feel grateful, relieved, happy	Amy feels grateful, relieved, happy
dia321_utt4	Others feel irritated, upset, bad	Amy feels irritated, upset, bad
dia321_utt5	Others feel supported, upset mad, angry	Amy feels supported, upset mad, angry
dia321_utt6	Others feel depends on what happened during use, relieved, pleased with the outcome	Amy feels depends on what happened during use, relieved, pleased with the outcome
dia321_utt8	Others feel normal, none, none	superstore person1 feels normal, none, none
dia321_utt9	Others feel happy., proud, upset	Amy feels happy., proud, upset
dia321_utt10	Others feel accomplished, informed, excited	superstore person1 feels accomplished, informed, excited
dia321_utt11	Others feel none, none, none	superstore person1 feels none, none, none
dia321_utt12	Others feel excited, satisfied for having helped., remembered	superstore person1 feels excited, satisfied for having helped., remembered
dia321_utt13	Others feel pretty, none, none	superstore person1 feels pretty, none, none
dia321_utt14	Others feel none, none, none	superstore person1 feels none, none, none
dia321_utt15	Others feel good, indifferent, content	superstore person1 feels good, indifferent, content
dia321_utt16	Others feel none, thankful, helpful	superstore person1 feels none, thankful, helpful
dia321_utt17	Others feel at ease, none, none	superstore person1 feels at ease, none, none
dia321_utt18	Others feel like they are learning, good, happy that x was willing to help.	Jonah feels like they are learning, good, happy that x was willing to help.
dia321_utt19	Others feel trusted., grateful to x, grateful.	Amy feels trusted., grateful to x, grateful.
dia328_utt0	Others feel very happy about person y., relieved, satisfied	superstore person1 feels very happy about person y., relieved, satisfied
dia328_utt1	Others feel horrible, violent, injured	Sandra feels horrible, violent, injured
dia335_utt0	Others feel none, none, none	Glenn feels none, none, none
dia335_utt1	Others feel none, dedicated, none	superstore person1 feels none, dedicated, none
dia335_utt2	Others feel congratulatory, informed, better	superstore person1 feels congratulatory, informed, better
dia335_utt3	Others feel proud, none, like he is educated well	superstore person1 feels proud, none, like he is educated well
dia335_utt4	Others feel thrilled, happy, clean	Glenn feels thrilled, happy, clean
dia335_utt5	Others feel satisfied, none, recharged	Glenn feels satisfied, none, recharged
dia335_utt6	Others feel flirty, horny, aroused	superstore person1 feels flirty, horny, aroused
dia335_utt7	Others feel confident, none, none	superstore person1 feels confident, none, none
dia335_utt8	Others feel feels elated to reach such goals., feels amazing since this is basically life's goal, accomplished	superstore person1 feels feels elated to reach such goals., feels amazing since this is basically life's goal, accomplished
dia335_utt9	Others feel happy to sell cookies, none, happy	superstore person1 feels happy to sell cookies, none, happy
dia335_utt10	Others feel fulfilled, content, none	Glenn feels fulfilled, content, none
dia335_utt11	Others feel elated, happy, concerned	Glenn feels elated, happy, concerned
dia335_utt12	Others feel loved, giving, none	Glenn feels loved, giving, none
dia335_utt13	Others feel satisfied, none, none	Glenn feels satisfied, none, none
dia335_utt14	Others feel content, none, fulfilled	Glenn feels content, none, fulfilled
dia335_utt15	Others feel remorse, like a mean person, remorseful	Glenn feels remorse, like a mean person, remorseful
dia358_utt0	Others feel competitive, rich, happy	Jonah feels competitive, rich, happy
dia358_utt1	Others feel none, none, upset	Kelly feels none, none, upset
dia358_utt2	Others feel angry about their privacy being disturbed, rich, happy	Jonah feels angry about their privacy being disturbed, rich, happy
dia358_utt3	Others feel loved, valued, satisfied	Jonah feels loved, valued, satisfied
dia369_utt0	Others feel nervousness and anxiety, happy, rich	Glenn feels nervousness and anxiety, happy, rich
dia369_utt1	Others feel angry, scared, angry	Dina feels angry, scared, angry
dia369_utt2	Others feel happy, happy to not have any candy left, accomplished	superstore person1 feels happy, happy to not have any candy left, accomplished
dia369_utt3	Others feel pleased, content, full	superstore person1 feels pleased, content, full
dia376_utt0	Others feel none, thankful, helpful	Cheyenne feels none, thankful, helpful
dia376_utt1	Others feel happy, excited, sad	Dina feels happy, excited, sad
dia386_utt0	Others feel dignified, none, none	Glenn feels dignified, none, none
dia386_utt1	Others feel excited, hungry, pleased	Amy feels excited, hungry, pleased
dia386_utt2	Others feel sad, frustrated, none	Glenn feels sad, frustrated, none
dia399_utt0	Others feel happy, surprised , happy, productive.	Jonah feels happy, surprised , happy, productive.
dia399_utt1	Others feel lonely, more organized., a since of accomplishment	Kelly feels lonely, more organized., a since of accomplishment
dia399_utt2	Others feel satisfied, organized, none	superstore person1 feels satisfied, organized, none
dia399_utt3	Others feel none, satisfied, proud	superstore person1 feels none, satisfied, proud
dia399_utt4	Others feel useful, thankful, appreciative	Jonah feels useful, thankful, appreciative
dia401_utt0	Others feel accomplished, proud, like a chef	Amy feels accomplished, proud, like a chef
dia401_utt1	Others feel accomplished, proud, like a chef	Jonah feels accomplished, proud, like a chef
dia401_utt2	Others feel satisfaction., hopeful, none	Jonah feels satisfaction., hopeful, none
dia401_utt3	Others feel relaxed, none, pain	Jonah feels relaxed, none, pain
dia401_utt4	Others feel good, satisfied, happy	Jonah feels good, satisfied, happy
dia401_utt5	Others feel happy, helpful, relieved	Amy feels happy, helpful, relieved
dia401_utt6	Others feel proud, happy, jealousy	Jonah feels proud, happy, jealousy
dia401_utt7	Others feel satisfied with the result, full, happy	Amy feels satisfied with the result, full, happy
dia401_utt8	Others feel none, none, stuffed	Amy feels none, none, stuffed
dia401_utt9	Others feel tough, guilty, tired	Amy feels tough, guilty, tired
dia401_utt10	Others feel ready, excited, better	Amy feels ready, excited, better
dia401_utt11	Others feel ready, excited, better	Jonah feels ready, excited, better
dia401_utt12	Others feel happy, good, joyed	Adam feels happy, good, joyed
dia401_utt13	Others feel lazy, bored, indifferent.	Adam feels lazy, bored, indifferent.
dia401_utt14	Others feel happy for person x., happy, none	Amy feels happy for person x., happy, none
dia401_utt15	Others feel playful, caring, responsible	Adam feels playful, caring, responsible
dia401_utt16	Others feel happy, calm, accomplished, happy	Amy feels happy, calm, accomplished, happy
dia401_utt17	Others feel connected, social, popular	Adam feels connected, social, popular
dia401_utt18	Others feel aroused, loving, affectionate	Adam feels aroused, loving, affectionate
dia401_utt19	Others feel smart, good, boastful	Amy feels smart, good, boastful
dia401_utt20	Others feel disappointed, angry, impressed things are better	Amy feels disappointed, angry, impressed things are better
dia401_utt21	Others feel proud, tense, good	Bo feels proud, tense, good
dia401_utt22	Others feel none, excited, none	Jonah feels none, excited, none
dia401_utt23	Others feel distressed, upset, sad	Amy feels distressed, upset, sad
dia401_utt24	Others feel appreciative., amazed, greived	Adam feels appreciative., amazed, greived
dia401_utt25	Others feel surprised, happy, alone	Amy feels surprised, happy, alone
dia401_utt26	Others feel tired and weary, relieved, accomplish	Adam feels tired and weary, relieved, accomplish
dia401_utt27	Others feel proud of their new guitar, inspired by famous bands, none	Adam feels proud of their new guitar, inspired by famous bands, none
dia401_utt28	Others feel grateful, appreciative, relieved	Amy feels grateful, appreciative, relieved
